GemName,Usage (GS),Usage (NR),Downloads,% Usage (GS),% Usage (NR),% Downloads
rack-noie,2,4,882,0.002724796,0.000528402,0.000122817
better_partials,2,4,1315,0.002724796,0.000528402,0.000183111
permalink_fu,5,74,11449,0.006811989,0.009775429,0.001594251
aws-cloudfront,1,5,1656,0.001362398,0.000660502,0.000230595
inline-style,1,8,2834,0.001362398,0.001056803,0.000394629
prowl,3,4,2573,0.004087193,0.000528402,0.000358285
dropbox,2,52,16209,0.002724796,0.006869221,0.002257072
single_test,1,6,5189,0.001362398,0.000792602,0.000722558
akephalos,13,36,21406,0.017711172,0.004755614,0.002980745
selenium,3,8,7573,0.004087193,0.001056803,0.001054526
decoder,2,5,3722,0.002724796,0.000660502,0.000518281
signature,1,159,24474,0.001362398,0.021003963,0.003407958
guard-sass,3,4,6141,0.004087193,0.000528402,0.000855123
decent_exposure,16,105,22598,0.021798365,0.013870542,0.003146728
smart_asset,1,11,6118,0.001362398,0.001453104,0.00085192
gritter,4,20,3216,0.005449591,0.002642008,0.000447822
magic_encoding,5,5,5227,0.006811989,0.000660502,0.00072785
rubyjedi-soap4r,1,12,3949,0.001362398,0.001585205,0.000549891
dm-salesforce-adapter,1,1,725,0.001362398,0.0001321,0.000100955
dm-mysql-adapter,4,16,40333,0.005449591,0.002113606,0.005616293
dm-sqlite-adapter,3,5,74725,0.004087193,0.000660502,0.010405314
randexp,5,20,32126,0.006811989,0.002642008,0.004473484
data_objects,1,32,242217,0.001362398,0.004227213,0.033728255
dm-core,2,31,203014,0.002724796,0.004095112,0.028269312
dm-types,3,29,126488,0.004087193,0.003830911,0.017613213
dm-aggregates,3,27,135896,0.004087193,0.003566711,0.018923259
dm-validations,3,28,144404,0.004087193,0.003698811,0.020107981
dm-migrations,4,26,161982,0.005449591,0.00343461,0.022555684
dm-timestamps,3,26,147669,0.004087193,0.00343461,0.020562626
dm-is-list,1,6,15454,0.001362398,0.000792602,0.00215194
dm-transactions,3,18,73832,0.004087193,0.002377807,0.010280965
twilio,4,59,22359,0.005449591,0.007793923,0.003113448
toadhopper,1,13,55851,0.001362398,0.001717305,0.007777145
sunspot,14,522,112357,0.019073569,0.068956407,0.015645498
bb-ruby,1,22,8469,0.001362398,0.002906209,0.001179292
radiant,2,15,50046,0.002724796,0.001981506,0.00696881
capistrano-deepmodules,1,5,1047,0.001362398,0.000660502,0.000145793
bert,1,17,11809,0.001362398,0.002245707,0.001644381
cgi_multipart_eof_fix,7,446,561499,0.009536785,0.058916777,0.078187664
fastthread,11,613,1300673,0.014986376,0.080977543,0.181116232
ferret,1,51,60479,0.001362398,0.00673712,0.008421585
jeweler,2,78,162524,0.002724796,0.010303831,0.022631157
lady_gaga,1,1,93,0.001362398,0.0001321,1.29501E-05
logging,6,69,111782,0.008174387,0.009114927,0.01556543
packet,4,131,45540,0.005449591,0.017305152,0.006341358
rack-bert-rpc,1,1,1244,0.001362398,0.0001321,0.000173225
rubytter,1,1,24183,0.001362398,0.0001321,0.003367437
trollop,4,248,251769,0.005449591,0.032760898,0.035058353
spatial_adapter,4,45,11686,0.005449591,0.005944518,0.001627253
progress,2,5,11428,0.002724796,0.000660502,0.001591327
diff-lcs,10,1703,1559293,0.013623978,0.224966975,0.217128573
vlad,9,37,29974,0.01226158,0.004887715,0.004173822
vlad-git,8,25,16330,0.010899183,0.00330251,0.002273921
termios,1,13,22482,0.001362398,0.001717305,0.003130576
honeypot-captcha,2,14,6269,0.002724796,0.001849406,0.000872946
tolk,4,22,1683,0.005449591,0.002906209,0.000234355
dupe,2,9,13053,0.002724796,0.001188904,0.001817605
gdata_19,3,36,5882,0.004087193,0.004755614,0.000819057
paranoia,3,18,3509,0.004087193,0.002377807,0.000488622
groupme-paddock,1,5,1784,0.001362398,0.000660502,0.000248419
tinymce-rails,2,1,2498,0.002724796,0.0001321,0.000347842
fancybox-rails,7,8,2106,0.009536785,0.001056803,0.000293256
serve,1,2,13962,0.001362398,0.000264201,0.001944182
eu_central_bank,1,11,3923,0.001362398,0.001453104,0.00054627
sinatra-namespace,1,2,3407,0.001362398,0.000264201,0.000474418
httpi,3,189,100169,0.004087193,0.024966975,0.013948342
wkhtmltopdf-binary,2,38,15824,0.002724796,0.005019815,0.002203462
wirb,2,11,13258,0.002724796,0.001453104,0.001846151
pdf-reader,6,298,112930,0.008174387,0.039365918,0.015725287
prawn_rails,3,13,4180,0.004087193,0.001717305,0.000582057
query_reviewer,7,22,2259,0.009536785,0.002906209,0.000314561
pdf-inspector,4,2,618,0.005449591,0.000264201,8.60553E-05
formalize-rails,2,1,620,0.002724796,0.0001321,8.63338E-05
auto_html,3,29,6943,0.004087193,0.003830911,0.000966799
i18n_routing,6,38,15536,0.008174387,0.005019815,0.002163358
navvy,2,16,6683,0.002724796,0.002113606,0.000930595
rchardet19,1,3,475,0.001362398,0.000396301,6.61428E-05
colorize,5,12,13273,0.006811989,0.001585205,0.00184824
stalker,5,27,11854,0.006811989,0.003566711,0.001650647
ruby-tmdb,1,7,3099,0.001362398,0.000924703,0.00043153
ruby-growl,8,37,27793,0.010899183,0.004887715,0.003870122
coffee-haml-filter,1,1,1152,0.001362398,0.0001321,0.000160414
ruby-oci8,9,41,76449,0.01226158,0.005416116,0.010645377
activerecord-oracle_enhanced-adapter,7,54,62094,0.009536785,0.007133421,0.008646471
ruby-plsql,1,15,13274,0.001362398,0.001981506,0.001848379
oracle_ebs_authentication,1,1,391,0.001362398,0.0001321,5.4446E-05
ruby-ole,4,384,192144,0.005449591,0.050726552,0.026755685
rubyntlm,1,911,188182,0.001362398,0.120343461,0.026203984
jira4r,3,11,5829,0.004087193,0.001453104,0.000811677
exchanger,1,1,508,0.001362398,0.0001321,7.0738E-05
database_loader,1,1,490,0.001362398,0.0001321,6.82316E-05
Platform,3,783,177827,0.004087193,0.10343461,0.02476207
win32-open3,3,4,20577,0.004087193,0.000528402,0.002865308
sunspot_matchers,4,12,2984,0.005449591,0.001585205,0.000415516
simple_progressbar,1,2,2405,0.001362398,0.000264201,0.000334892
headjs-rails,1,7,2340,0.001362398,0.000924703,0.000325841
traceroute,1,2,858,0.001362398,0.000264201,0.000119475
pjax-rails,1,1,1028,0.001362398,0.0001321,0.000143147
rack-offline,2,22,5209,0.002724796,0.002906209,0.000725343
guard-shell,7,1,3892,0.009536785,0.0001321,0.000541954
tophat,1,1,1171,0.001362398,0.0001321,0.00016306
crypt19,2,8,2640,0.002724796,0.001056803,0.000367615
gollum,2,4,10987,0.002724796,0.000528402,0.001529919
brnumeros,1,22,28589,0.001362398,0.002906209,0.003980964
time_diff,3,20,1854,0.004087193,0.002642008,0.000258166
gbarcode,1,21,36456,0.001362398,0.002774108,0.005076428
icalendar,7,206,120718,0.009536785,0.027212682,0.016809751
base32,2,15,5144,0.002724796,0.001981506,0.000716292
paypal_nvp,1,6,4176,0.001362398,0.000792602,0.0005815
mimetype-fu,6,119,13026,0.008174387,0.015719947,0.001813846
escape,1,586,181857,0.001362398,0.077410832,0.02532324
xmlcanonicalizer,1,12,2476,0.001362398,0.001585205,0.000344778
ruby-saml,3,15,3946,0.004087193,0.001981506,0.000549473
edouard-rchardet,1,2,595,0.001362398,0.000264201,8.28526E-05
flexmock,3,39,92242,0.004087193,0.005151915,0.012844522
thor,7,6340,3404145,0.009536785,0.837516513,0.474020693
slug,1,5,4375,0.001362398,0.000660502,0.00060921
fattr,5,312,198701,0.006811989,0.041215324,0.027668735
map,3,36,26605,0.004087193,0.004755614,0.003704695
arrayfields,5,172,128319,0.006811989,0.022721268,0.017868176
heroku_backup_task,4,88,7036,0.005449591,0.011624835,0.00097975
dm-pager,1,8,16986,0.001362398,0.001056803,0.002365268
thrift,5,55,71785,0.006811989,0.007265522,0.009995924
ruby-imagespec,2,9,2732,0.002724796,0.001188904,0.000380426
actionpack,4,7412,6074232,0.005449591,0.979128137,0.84582521
actionmailer,5,7410,5989372,0.006811989,0.978863937,0.834008617
dm-rails,2,23,24017,0.002724796,0.003038309,0.003344321
dm-postgres-adapter,1,12,25266,0.001362398,0.001585205,0.003518242
dm-constraints,1,17,90509,0.001362398,0.002245707,0.012603205
dm-observer,1,14,39983,0.001362398,0.001849406,0.005567556
dm-serializer,2,21,102631,0.002724796,0.002774108,0.014291171
dm-zone-types,1,2,2195,0.001362398,0.000264201,0.00030565
dm-accepts_nested_attributes,1,4,3822,0.001362398,0.000528402,0.000532206
activemodel,2,6266,4003618,0.002724796,0.827741083,0.557496163
dm-do-adapter,1,27,114946,0.001362398,0.003566711,0.016006011
dm-active_model,1,23,28465,0.001362398,0.003038309,0.003963697
dm-is-state_machine,1,3,12067,0.001362398,0.000396301,0.001680307
dm-paperclip,1,5,6444,0.001362398,0.000660502,0.000897315
jkraemer-pdf-forms,1,1,0,0.001362398,0.0001321,0
sage_pay,1,2,6366,0.001362398,0.000264201,0.000886453
levinalex-base32,1,3,0,0.001362398,0.000396301,0
rspec-instafail,14,86,76756,0.019073569,0.011360634,0.010688126
tmail,10,159,112116,0.013623978,0.021003963,0.015611939
snmp,1,11,24024,0.001362398,0.001453104,0.003345296
mongomapper_ext,1,11,10080,0.001362398,0.001453104,0.001403621
jnunemaker-validatable,4,178,94740,0.005449591,0.023513871,0.013192364
mm-devise,3,32,5037,0.004087193,0.004227213,0.000701393
compass-less-plugin,1,5,2339,0.001362398,0.000660502,0.000325701
magic,5,6,9787,0.006811989,0.000792602,0.001362821
ruby-filemagic,5,13,8147,0.006811989,0.001717305,0.001134454
rails_warden,3,27,14927,0.004087193,0.003566711,0.002078556
mail_safe,8,70,13088,0.010899183,0.009247028,0.001822479
git_remote_branch,2,5,22959,0.002724796,0.000660502,0.003196997
htmldiff,2,23,4125,0.002724796,0.003038309,0.000574398
net-ping,1,13,20685,0.001362398,0.001717305,0.002880347
random_data,3,34,15348,0.004087193,0.004491413,0.00213718
tropo-webapi-ruby,2,14,5105,0.002724796,0.001849406,0.000710862
babosa,4,750,185425,0.005449591,0.099075297,0.025820077
rspec_junit_formatter,1,1,259,0.001362398,0.0001321,3.60653E-05
guard-sprockets,1,1,417,0.001362398,0.0001321,5.80665E-05
devise_ldap_authenticatable,3,7,11344,0.004087193,0.000924703,0.00157963
ar-octopus,1,23,20879,0.001362398,0.003038309,0.002907361
activerecord-import,14,117,40129,0.019073569,0.015455746,0.005587887
guard-minitest,6,4,4329,0.008174387,0.000528402,0.000602805
scheduler_daemon,3,3,1003,0.004087193,0.000396301,0.000139666
nestful,3,12,6139,0.004087193,0.001585205,0.000854844
on_the_spot,1,15,7148,0.001362398,0.001981506,0.000995345
translate-rails3,3,6,806,0.004087193,0.000792602,0.000112234
codebase,1,6,9895,0.001362398,0.000792602,0.00137786
delayed_paperclip,7,101,17365,0.009536785,0.01334214,0.002418043
ar-extensions,4,140,45052,0.005449591,0.018494055,0.006273405
msgpack,2,37,46627,0.002724796,0.004887715,0.006492721
sprinkle,5,1,9039,0.006811989,0.0001321,0.001258663
sunspot_plus,1,1,627,0.001362398,0.0001321,8.73086E-05
progress_bar,4,9,1900,0.005449591,0.001188904,0.000264571
twilio-ruby,8,41,7902,0.010899183,0.005416116,0.001100338
libmemcached_store,2,5,1970,0.002724796,0.000660502,0.000274319
validate_url,7,18,4315,0.009536785,0.002377807,0.000600856
orderedhash,3,47,14602,0.004087193,0.006208719,0.002033301
zippy,3,25,4508,0.004087193,0.00330251,0.00062773
text-reform,2,17,4960,0.002724796,0.002245707,0.000690671
tumblr-api,1,12,2136,0.001362398,0.001585205,0.000297434
commission_junction,1,5,3698,0.001362398,0.000660502,0.000514939
active_scaffold_vho,4,13,6803,0.005449591,0.001717305,0.000947305
active_hash,5,34,23809,0.006811989,0.004491413,0.003315358
ruby-ldap,1,8,16210,0.001362398,0.001056803,0.002257212
irbtools,6,9,16348,0.008174387,0.001188904,0.002276428
delsolr,2,5,6916,0.002724796,0.000660502,0.00096304
ruby-mysql,1,49,52998,0.001362398,0.006472919,0.00737987
capistrano-campfire,3,8,1965,0.004087193,0.001056803,0.000273622
goalie,1,15,4646,0.001362398,0.001981506,0.000646947
sorcery,8,8,6145,0.010899183,0.001056803,0.00085568
ejs,5,28,6132,0.006811989,0.003698811,0.000853869
delayed_job_mongo_mapper,2,13,1534,0.002724796,0.001717305,0.000213607
mongo_session_store-rails3,1,1,464,0.001362398,0.0001321,6.46111E-05
asset_sync,2,4,1476,0.002724796,0.000528402,0.00020553
defender,1,6,4634,0.001362398,0.000792602,0.000645276
clockwork,2,41,14072,0.002724796,0.005416116,0.001959499
padrino-helpers,1,2,63517,0.001362398,0.000264201,0.008844621
rtex,1,7,5328,0.001362398,0.000924703,0.000741914
kathy_lee,1,3,1300,0.001362398,0.000396301,0.000181023
heroku_cloud_backup,1,10,1071,0.001362398,0.001321004,0.000149135
yamler,2,220,69577,0.002724796,0.029062087,0.009688464
dj_remixes,1,11,5288,0.001362398,0.001453104,0.000736344
markdownizer,1,2,2404,0.001362398,0.000264201,0.000334752
ffi,11,1122,1024919,0.014986376,0.148216645,0.142718014
css3buttons,7,19,4891,0.009536785,0.002509908,0.000681062
translate_routes,3,34,3786,0.004087193,0.004491413,0.000527193
watir-webdriver,2,12,33561,0.002724796,0.001585205,0.004673305
sentient_user,2,22,5999,0.002724796,0.002906209,0.000835349
lorem,1,18,5578,0.001362398,0.002377807,0.000776726
erb2haml,4,2,1885,0.005449591,0.000264201,0.000262483
webrobots,3,119,50491,0.004087193,0.015719947,0.007030775
acts_as_versioned,4,36,11345,0.005449591,0.004755614,0.00157977
rack-google_analytics,3,13,3318,0.004087193,0.001717305,0.000462025
ruby-debug-base19x,1,1,5454,0.001362398,0.0001321,0.000759459
writeexcel,5,11,10488,0.006811989,0.001453104,0.001460434
mm-carrierwave,3,4,811,0.004087193,0.000528402,0.00011293
fraction,1,3,1236,0.001362398,0.000396301,0.000172111
acts_as_king,1,1,215,0.001362398,0.0001321,2.99383E-05
mm-sluggable,4,2,747,0.005449591,0.000264201,0.000104018
voteable_mongo,2,7,928,0.002724796,0.000924703,0.000129222
convertable_values,1,1,835,0.001362398,0.0001321,0.000116272
rcomet,1,2,660,0.001362398,0.000264201,9.19037E-05
feed-normalizer,2,70,21199,0.002724796,0.009247028,0.00295192
km,1,18,1893,0.001362398,0.002377807,0.000263597
tax_cloud,1,1,110,0.001362398,0.0001321,1.53173E-05
net-ssh-multi,1,9,195892,0.001362398,0.001188904,0.027277587
acts_as_shopping_cart,2,1,218,0.002724796,0.0001321,3.03561E-05
flow_pagination,1,2,1364,0.001362398,0.000264201,0.000189934
readable_random,1,7,1384,0.001362398,0.000924703,0.000192719
vidibus-routing_error,5,15,6534,0.006811989,0.001981506,0.000909847
to_csv-rails,1,1,254,0.001362398,0.0001321,3.5369E-05
schema_plus,5,5,755,0.006811989,0.000660502,0.000105132
enumerated_attribute,7,44,14204,0.009536785,0.005812417,0.00197788
log_buddy,5,15,15831,0.006811989,0.001981506,0.002204437
google_analytics,1,11,3225,0.001362398,0.001453104,0.000449075
viewtastic,3,6,2041,0.004087193,0.000792602,0.000284205
permanent_records,2,11,3300,0.002724796,0.001453104,0.000459519
rack-bug,6,32,10542,0.008174387,0.004227213,0.001467953
thumbs_up,5,25,5950,0.006811989,0.00330251,0.000828526
impressionist,1,6,1117,0.001362398,0.000792602,0.00015554
paths_of_glory,3,3,2129,0.004087193,0.000396301,0.000296459
multipart-post,5,1986,528939,0.006811989,0.262351387,0.073653746
premailer,4,51,12387,0.005449591,0.00673712,0.001724866
trinidad,3,5,19772,0.004087193,0.000660502,0.002753213
ffi-ncurses,5,2,10276,0.006811989,0.000264201,0.001430913
mobile-fu,1,6,6882,0.001362398,0.000792602,0.000958305
rspreedly,3,25,6060,0.004087193,0.00330251,0.000843843
tlsmail,6,130,54155,0.008174387,0.017173052,0.00754098
mongoid_rails_migrations,6,50,12980,0.008174387,0.00660502,0.00180744
mongoid_acts_as_tree,5,10,3792,0.006811989,0.001321004,0.000528029
numeric_array,1,1,656,0.001362398,0.0001321,9.13467E-05
flickraw-cached,1,17,4507,0.001362398,0.002245707,0.000627591
feedbag,1,14,2712,0.001362398,0.001849406,0.000377641
looper,1,2,676,0.001362398,0.000264201,9.41317E-05
superfeedr-ruby,1,2,2294,0.001362398,0.000264201,0.000319435
yelp4r,1,3,1063,0.001362398,0.000396301,0.000148021
skates,1,2,9322,0.001362398,0.000264201,0.001298071
roauth,1,61,23758,0.001362398,0.008058124,0.003308256
simple_oauth,1,563,152316,0.001362398,0.074372523,0.021209712
resque-jobs-per-fork,1,6,3847,0.001362398,0.000792602,0.000535687
easy_translate,2,9,5955,0.002724796,0.001188904,0.000829222
bayes_motel,2,9,777,0.002724796,0.001188904,0.000108196
cubicle,1,1,13891,0.001362398,0.0001321,0.001934295
geo_calc,1,2,989,0.001362398,0.000264201,0.000137716
configuration,3,1490,669325,0.004087193,0.19682959,0.093202228
mongoid_taggable,6,19,5722,0.008174387,0.002509908,0.000796778
mebla,1,2,1545,0.001362398,0.000264201,0.000215138
jekyll,2,4,54904,0.002724796,0.000528402,0.007645277
pygments.rb,1,1,5228,0.001362398,0.0001321,0.000727989
rubypants,3,22,16086,0.004087193,0.002906209,0.002239945
wicked_pdf,12,49,7366,0.016348774,0.006472919,0.001025701
capistrano-mountaintop,1,2,702,0.001362398,0.000264201,9.77522E-05
guard-jammit,1,3,1880,0.001362398,0.000396301,0.000261786
guard-haml,1,1,886,0.001362398,0.0001321,0.000123374
strongbox,1,29,10302,0.001362398,0.003830911,0.001434534
ruby-factual,3,4,2639,0.004087193,0.000528402,0.000367476
tanker,4,29,5478,0.005449591,0.003830911,0.000762801
eco,3,7,1698,0.004087193,0.000924703,0.000236443
heroku_san,9,120,20592,0.01226158,0.015852048,0.002867397
specjour,2,4,15332,0.002724796,0.000528402,0.002134952
pjax_rails,2,7,1333,0.002724796,0.000924703,0.000185618
term-ansicolor,5,1490,1060055,0.006811989,0.19682959,0.147610635
frontend-helpers,4,2,2725,0.005449591,0.000264201,0.000379451
itslog,12,5,5196,0.016348774,0.000660502,0.000723533
html_truncator,7,18,3557,0.009536785,0.002377807,0.000495305
acts_as_event_owner,1,1,1717,0.001362398,0.0001321,0.000239089
authorize-net,2,14,1062,0.002724796,0.001849406,0.000147881
message_block,1,7,2059,0.001362398,0.000924703,0.000286712
papercavalier-ruby-aaws,2,3,961,0.002724796,0.000396301,0.000133817
rack-timeout,3,68,8069,0.004087193,0.008982827,0.001123593
timeline_fu,2,37,2660,0.002724796,0.004887715,0.0003704
rspec-rails-matchers,1,10,2757,0.001362398,0.001321004,0.000383907
rails-default-database,1,2,833,0.001362398,0.000264201,0.000115994
pry-rails,3,1,747,0.004087193,0.0001321,0.000104018
juggernaut,5,43,24648,0.006811989,0.005680317,0.003432187
informal,1,12,1435,0.001362398,0.001585205,0.000199821
zookeeper,1,3,4699,0.001362398,0.000396301,0.000654327
resque-statsd,1,1,229,0.001362398,0.0001321,3.18878E-05
lascivious,1,1,79,0.001362398,0.0001321,1.10006E-05
ap,1,2,2105,0.001362398,0.000264201,0.000293117
capfire,4,1,2239,0.005449591,0.0001321,0.000311776
bigamy,1,1,2380,0.001362398,0.0001321,0.00033141
ClothRed,1,6,4612,0.001362398,0.000792602,0.000642212
formatize,5,30,4977,0.006811989,0.003963012,0.000693038
harvest,1,2,576,0.001362398,0.000264201,8.02069E-05
i18n-active_record,2,26,2831,0.002724796,0.00343461,0.000394211
parslet,1,3,7241,0.001362398,0.000396301,0.001008295
cap_gun,1,13,17207,0.001362398,0.001717305,0.002396042
multipass,7,85,18207,0.009536785,0.011228534,0.00253529
apn_sender,3,23,5977,0.004087193,0.003038309,0.000832286
url_store,1,8,2148,0.001362398,0.001056803,0.000299105
sendgrid_toolkit,2,26,5865,0.002724796,0.00343461,0.00081669
citrusbyte-is_taggable,1,8,0,0.001362398,0.001056803,0
pagination,1,4,4482,0.001362398,0.000528402,0.00062411
micromachine,1,7,2751,0.001362398,0.000924703,0.000383071
resque-exceptional,3,18,2476,0.004087193,0.002377807,0.000344778
delayed_job_admin,2,30,3158,0.002724796,0.003963012,0.000439745
rack-canonical-host,1,17,2323,0.001362398,0.002245707,0.000323473
html5-rails,1,1,184,0.001362398,0.0001321,2.56216E-05
compass-html5,1,4,524,0.001362398,0.000528402,7.2966E-05
composite_primary_keys,6,81,67854,0.008174387,0.010700132,0.00944854
livereload,3,7,13464,0.004087193,0.000924703,0.001874836
bitmask_attributes,1,2,686,0.001362398,0.000264201,9.55242E-05
amazon-ec2,6,70,163240,0.008174387,0.009247028,0.022730858
hiredis,10,79,45452,0.013623978,0.010435931,0.006329104
progressbar,14,136,61034,0.019073569,0.017965654,0.008498868
eventmachine_httpserver,6,5,58818,0.008174387,0.000660502,0.008190294
jslintrb_v8,2,1,635,0.002724796,0.0001321,8.84225E-05
em-proxy,2,5,5289,0.002724796,0.000660502,0.000736483
us_states_select,2,11,1680,0.002724796,0.001453104,0.000233937
associate_by,1,1,1402,0.001362398,0.0001321,0.000195226
cached_values,1,2,2947,0.001362398,0.000264201,0.000410364
sasha,1,1,457,0.001362398,0.0001321,6.36364E-05
jruby-jars,2,46,124259,0.002724796,0.006076618,0.017302829
warbler,4,11,80466,0.005449591,0.001453104,0.011204737
childprocess,4,968,696869,0.005449591,0.127873184,0.097037678
chunky_png,9,742,263424,0.01226158,0.098018494,0.036681289
directory_watcher,4,6,62740,0.005449591,0.000792602,0.008736425
fast-stemmer,2,54,45619,0.002724796,0.007133421,0.006352359
fssm,3,684,200484,0.004087193,0.090356671,0.027917014
posix-spawn,2,18,27079,0.002724796,0.002377807,0.003770699
roodi,9,167,98505,0.01226158,0.022060766,0.013716633
ruby-picasa,1,6,1062,0.001362398,0.000792602,0.000147881
guard-test,7,12,7154,0.009536785,0.001585205,0.000996181
prawnto,5,52,12006,0.006811989,0.006869221,0.001671813
active_device,1,10,3068,0.001362398,0.001321004,0.000427213
brightbox,2,14,12733,0.002724796,0.001849406,0.001773046
alexrabarts-iso_country_codes,1,3,0,0.001362398,0.000396301,0
switch_user,4,20,4282,0.005449591,0.002642008,0.00059626
contador,1,1,915,0.001362398,0.0001321,0.000127412
autotest-rails-pure,6,17,39942,0.008174387,0.002245707,0.005561847
rockstar,2,3,2405,0.002724796,0.000396301,0.000334892
hirb-unicode,3,3,2670,0.004087193,0.000396301,0.000371792
ensure-encoding,1,2,1259,0.001362398,0.000264201,0.000175313
tabletastic,1,20,7599,0.001362398,0.002642008,0.001058146
puret,2,15,2616,0.002724796,0.001981506,0.000364273
autotest-notification,3,23,27878,0.004087193,0.003038309,0.003881958
brcpfcnpj,1,29,27660,0.001362398,0.003830911,0.003851602
sentinel,1,1,2063,0.001362398,0.0001321,0.000287269
geminstaller,1,2,25594,0.001362398,0.000264201,0.003563916
net-sftp,14,1434,951261,0.019073569,0.189431968,0.132461278
compass-colors,3,37,18289,0.004087193,0.004887715,0.002546708
hourly_backup,3,3,464,0.004087193,0.000396301,6.46111E-05
edave-gdata4ruby,1,3,489,0.001362398,0.000396301,6.80923E-05
edave-gcal4ruby,2,2,678,0.002724796,0.000264201,9.44102E-05
gdocs4ruby,2,10,4892,0.002724796,0.001321004,0.000681202
redis-dump,1,1,1694,0.001362398,0.0001321,0.000235886
drydock,1,1,9686,0.001362398,0.0001321,0.001348757
zendesk_remote_auth,2,60,17090,0.002724796,0.007926024,0.00237975
deadlock_retry,3,21,1513,0.004087193,0.002774108,0.000210682
cucumber_spinner,2,2,3904,0.002724796,0.000264201,0.000543625
loofah-activerecord,3,2,1321,0.004087193,0.000264201,0.000183947
rvideo,5,31,7582,0.006811989,0.004095112,0.001055779
themes_for_rails,4,22,8848,0.005449591,0.002906209,0.001232067
lacquer,2,5,4472,0.002724796,0.000660502,0.000622717
monocle,1,1,175,0.001362398,0.0001321,2.43684E-05
timecode,2,1,3919,0.002724796,0.0001321,0.000545713
file-tail,1,89,219714,0.001362398,0.011756935,0.030594755
apachelogregex,2,7,4002,0.002724796,0.000924703,0.000557271
people_places_things,1,3,5963,0.001362398,0.000396301,0.000830336
rest-client-components,1,9,8897,0.001362398,0.001188904,0.00123889
revo-ssl_requirement,2,8,11121,0.002724796,0.001056803,0.001548578
values_for,1,3,4713,0.001362398,0.000396301,0.000656276
warden,15,3335,1019469,0.020435967,0.440554822,0.141959112
dbi,1,28,78345,0.001362398,0.003698811,0.010909392
jslint_on_rails,10,30,15013,0.013623978,0.003963012,0.002090532
exact-target,1,2,186,0.001362398,0.000264201,2.59001E-05
jada-finance,1,2,0,0.001362398,0.000264201,0
win32console,5,2,37728,0.006811989,0.000264201,0.005253552
resque_unit,7,13,13288,0.009536785,0.001717305,0.001850329
cuporter,1,1,9493,0.001362398,0.0001321,0.001321882
mailtrap,1,7,4315,0.001362398,0.000924703,0.000600856
restful_query,2,3,2650,0.002724796,0.000396301,0.000369007
postageapp,3,15,6945,0.004087193,0.001981506,0.000967078
redis-namespace,16,909,351245,0.021798365,0.12007926,0.048910196
testbot,2,1,8137,0.002724796,0.0001321,0.001133062
extlib,1,61,457484,0.001362398,0.008058124,0.063703774
main,3,180,138042,0.004087193,0.023778071,0.019222085
devise_rpx_connectable,2,31,6387,0.002724796,0.004095112,0.000889378
googl,2,8,3730,0.002724796,0.001056803,0.000519395
apn_on_rails,2,73,17963,0.002724796,0.009643329,0.002501313
em-synchrony,3,48,21743,0.004087193,0.006340819,0.003027671
rb-readline,1,5,4528,0.001362398,0.000660502,0.000630515
wikipedia-client,1,5,2111,0.001362398,0.000660502,0.000293953
mixology,1,3,3338,0.001362398,0.000396301,0.00046481
trac4r,1,1,2937,0.001362398,0.0001321,0.000408972
route53,1,4,4948,0.001362398,0.000528402,0.000689
libexcel,1,1,1521,0.001362398,0.0001321,0.000211796
google_chart_ssl,1,1,229,0.001362398,0.0001321,3.18878E-05
shibboleth-rails,1,1,222,0.001362398,0.0001321,3.09131E-05
viewpoint,1,3,6802,0.001362398,0.000396301,0.000947166
mongoid_slug,7,75,17559,0.009536785,0.00990753,0.002445057
ruby-mcrypt,1,3,1349,0.001362398,0.000396301,0.000187846
gravatar-ultimate,2,9,2060,0.002724796,0.001188904,0.000286851
cobravsmongoose,2,20,4120,0.002724796,0.002642008,0.000573702
kgio,7,702,312490,0.009536785,0.092734478,0.043513636
couchrest,2,73,49572,0.002724796,0.009643329,0.006902806
breadcrumbs_on_rails,17,55,11934,0.023160763,0.007265522,0.001661787
video_info,1,10,3418,0.001362398,0.001321004,0.00047595
rspec-rails-mocha,2,3,3400,0.002724796,0.000396301,0.000473444
activo-rails,2,3,1096,0.002724796,0.000396301,0.000152616
attrtastic,4,13,5443,0.005449591,0.001717305,0.000757927
excel_rails,3,1,1563,0.004087193,0.0001321,0.000217645
irwi,1,7,8369,0.001362398,0.000924703,0.001165367
gmaps_directions,1,1,330,0.001362398,0.0001321,4.59519E-05
rcov_rails,2,8,7862,0.002724796,0.001056803,0.001094768
chameleon,1,5,1316,0.001362398,0.000660502,0.00018325
patron,2,50,30054,0.002724796,0.00660502,0.004184962
geo-distance,1,4,1007,0.001362398,0.000528402,0.000140223
active_record_defaults,2,8,1905,0.002724796,0.001056803,0.000265268
symboltable,1,1,1398,0.001362398,0.0001321,0.000194669
yaml_model,1,2,1045,0.001362398,0.000264201,0.000145514
amatch,5,42,22161,0.006811989,0.005548217,0.003085877
base62,1,22,6406,0.001362398,0.002906209,0.000892023
mongoid-history,1,9,1698,0.001362398,0.001188904,0.000236443
warden_oauth,1,20,6229,0.001362398,0.002642008,0.000867376
quasi,1,4,1300,0.001362398,0.000528402,0.000181023
mongoid_fulltext,1,7,1322,0.001362398,0.000924703,0.000184086
delayed_task,1,12,1267,0.001362398,0.001585205,0.000176427
